vehicle_id,timestamp,engine_temperature,battery_voltage,vibration,brake_temperature,speed,mileage,fault_code,maintenance_required
VH001,2026-09-09 11:25:00,96.51,11.59,4.91,109.34,56,81595,F000,Yes
VH002,2026-09-09 11:30:00,81.87,11.82,5.38,89.69,39,56800,F000,No
VH003,2026-09-09 11:35:00,107.15,11.85,3.0,115.69,25,74079,F001,Yes
VH004,2026-09-09 11:40:00,101.16,11.53,7.57,62.85,26,15926,F002,Yes
VH005,2026-09-09 11:45:00,86.14,12.39,3.77,106.77,33,23787,F001,No
VH003,2026-09-09 11:50:00,88.31,12.96,5.83,72.41,43,79545,F002,No
VH003,2026-09-09 11:55:00,108.01,12.81,4.33,62.45,77,84371,F002,No
VH004,2026-09-09 12:00:00,101.23,12.84,7.51,92.23,43,30704,F002,Yes
VH005,2026-09-09 12:05:00,84.05,11.52,3.5,107.94,68,39951,F001,Yes
VH001,2026-09-09 12:10:00,89.4,11.74,8.31,90.97,64,70330,F001,Yes
VH001,2026-09-09 12:15:00,82.57,12.97,4.57,75.94,91,56373,F001,No
VH005,2026-09-09 12:20:00,86.29,11.59,3.06,84.09,97,46924,F002,No
VH004,2026-09-09 12:25:00,88.8,12.68,1.85,63.98,30,75381,F002,No
VH002,2026-09-09 12:30:00,85.44,12.8,8.66,61.93,29,18131,F001,No
VH001,2026-09-09 12:35:00,99.57,12.71,5.22,99.47,81,30534,F000,No
VH004,2026-09-09 12:40:00,101.25,11.9,3.02,84.22,55,80861,F001,Yes
VH003,2026-09-09 12:45:00,102.06,11.58,5.96,113.19,87,34041,F001,Yes
VH001,2026-09-09 12:50:00,97.42,12.2,7.06,64.51,58,53312,F002,No
VH002,2026-09-09 12:55:00,92.42,12.62,7.41,76.46,46,56435,F001,No
VH004,2026-09-09 13:00:00,88.77,12.3,7.88,101.56,94,40761,F002,Yes
VH005,2026-09-09 13:05:00,92.26,12.54,8.49,69.99,47,30702,F001,No
VH004,2026-09-09 13:10:00,105.12,11.69,3.85,107.12,26,26806,F002,Yes
VH004,2026-09-09 13:15:00,100.19,12.74,3.81,118.76,46,77940,F000,Yes
VH002,2026-09-09 13:20:00,98.21,12.5,7.23,118.98,58,25064,F000,Yes
VH004,2026-09-09 13:25:00,93.54,12.1,7.18,119.07,28,75333,F000,Yes
VH003,2026-09-09 13:30:00,86.1,11.62,7.1,77.84,76,42017,F002,Yes
VH004,2026-09-09 13:35:00,98.26,11.94,6.09,70.78,88,56605,F001,No
VH003,2026-09-09 13:40:00,99.46,12.26,2.62,63.79,97,41753,F001,No
VH002,2026-09-09 13:45:00,108.52,12.24,2.43,98.64,36,44058,F000,No
VH003,2026-09-09 13:50:00,85.17,12.83,6.31,101.34,45,66827,F001,No
VH004,2026-09-09 13:55:00,86.93,12.58,5.16,114.76,63,88796,F000,No
VH002,2026-09-09 14:00:00,101.35,12.22,1.64,73.82,96,79807,F001,No
VH004,2026-09-09 14:05:00,99.14,12.08,5.49,79.61,59,78078,F001,No
VH001,2026-09-09 14:10:00,96.08,11.73,7.14,113.84,79,82754,F000,Yes
VH003,2026-09-09 14:15:00,95.25,12.97,2.16,73.14,36,92462,F000,No
VH003,2026-09-09 14:20:00,87.93,11.76,7.11,115.94,45,44868,F002,Yes
VH002,2026-09-09 14:25:00,106.43,11.64,2.34,65.3,77,37104,F001,Yes
VH001,2026-09-09 14:30:00,108.35,11.64,4.3,113.41,78,41901,F000,Yes
VH002,2026-09-09 14:35:00,89.14,11.84,4.05,113.14,100,48565,F001,Yes
VH001,2026-09-09 14:40:00,96.67,11.73,4.82,118.46,72,44472,F002,Yes
VH002,2026-09-09 14:45:00,93.83,12.03,7.05,117.67,90,94369,F002,Yes
VH005,2026-09-09 14:50:00,85.89,12.08,6.68,93.7,35,68171,F000,No
VH004,2026-09-09 14:55:00,89.17,12.26,3.78,114.34,60,68509,F001,No
VH003,2026-09-09 15:00:00,104.2,12.37,6.34,112.87,85,43169,F001,Yes
VH003,2026-09-09 15:05:00,108.23,12.54,5.27,92.2,46,49985,F002,No
VH005,2026-09-09 15:10:00,99.94,12.66,1.14,91.77,43,33012,F002,No
VH003,2026-09-09 15:15:00,92.29,12.79,8.4,84.12,88,76829,F000,No
VH003,2026-09-09 15:20:00,106.5,12.51,6.81,82.85,33,65123,F002,No
VH005,2026-09-09 15:25:00,92.9,12.39,4.39,79.48,29,52680,F002,No
VH005,2026-09-09 15:30:00,103.97,12.44,7.8,71.63,62,28019,F000,Yes
VH002,2026-09-09 15:35:00,92.64,12.2,4.62,79.22,54,54698,F000,No
VH001,2026-09-09 15:40:00,102.61,11.97,4.28,73.55,81,13273,F001,Yes
VH004,2026-09-09 15:45:00,84.59,12.69,5.3,62.3,41,72682,F001,No
VH005,2026-09-09 15:50:00,91.33,12.17,5.09,101.91,37,45907,F000,No
VH001,2026-09-09 15:55:00,86.42,11.72,2.29,115.08,42,25931,F000,Yes
VH003,2026-09-09 16:00:00,83.63,12.16,1.31,87.45,30,28392,F000,No
VH004,2026-09-09 16:05:00,95.52,12.3,6.87,109.33,71,87093,F001,No
VH001,2026-09-09 16:10:00,84.16,11.81,7.18,60.83,87,78217,F001,Yes
VH005,2026-09-09 16:15:00,90.97,12.59,2.49,101.53,55,68479,F002,No
VH002,2026-09-09 16:20:00,106.08,12.97,4.96,80.15,71,96354,F000,No
VH003,2026-09-09 16:25:00,87.57,11.69,3.26,93.3,50,65542,F002,No
VH005,2026-09-09 16:30:00,104.95,11.57,2.29,78.55,35,78609,F001,Yes
VH001,2026-09-09 16:35:00,85.62,11.76,4.59,110.06,45,63433,F000,Yes
VH002,2026-09-09 16:40:00,96.68,12.9,6.38,112.38,57,99955,F002,No
VH003,2026-09-09 16:45:00,100.21,12.7,8.0,70.64,99,52796,F000,Yes
VH003,2026-09-09 16:50:00,102.36,12.39,6.23,106.35,53,42735,F001,Yes
VH004,2026-09-09 16:55:00,96.94,12.76,1.13,70.29,81,92634,F000,No
VH002,2026-09-09 17:00:00,105.66,11.6,2.86,79.87,20,60354,F001,Yes
VH004,2026-09-09 17:05:00,86.5,12.77,8.45,119.32,37,87561,F000,Yes
VH002,2026-09-09 17:10:00,93.21,12.51,7.1,85.19,73,43647,F001,No
VH002,2026-09-09 17:15:00,96.48,11.98,4.61,83.59,65,50694,F001,No
VH005,2026-09-09 17:20:00,95.91,12.43,6.94,81.63,65,24228,F002,No
VH005,2026-09-09 17:25:00,91.81,12.36,7.32,96.5,93,52133,F002,No
VH002,2026-09-09 17:30:00,100.22,11.71,7.33,88.19,56,83423,F000,Yes
VH004,2026-09-09 17:35:00,84.18,11.51,1.27,70.67,99,86709,F000,No
VH005,2026-09-09 17:40:00,106.41,12.96,7.01,85.56,77,39799,F000,Yes
VH004,2026-09-09 17:45:00,83.46,12.77,3.3,65.87,82,98281,F001,No
VH002,2026-09-09 17:50:00,99.8,12.14,6.55,107.5,31,65638,F000,No
VH001,2026-09-09 17:55:00,102.14,11.76,5.52,93.93,96,42414,F002,Yes
VH001,2026-09-09 18:00:00,99.31,12.44,2.18,115.48,36,26276,F001,No
VH002,2026-09-09 18:05:00,109.38,12.88,7.68,63.11,56,56386,F002,Yes
VH004,2026-09-09 18:10:00,92.11,12.32,1.43,99.48,82,54792,F001,No
VH001,2026-09-09 18:15:00,94.2,12.71,1.79,99.92,24,83114,F002,No
VH005,2026-09-09 18:20:00,99.92,12.61,2.64,63.29,29,90458,F002,No
VH003,2026-09-09 18:25:00,103.61,12.35,4.12,83.6,37,57823,F002,No
VH005,2026-09-09 18:30:00,97.87,12.09,8.68,79.54,23,49111,F000,No
VH002,2026-09-09 18:35:00,88.85,11.53,4.3,85.38,68,76846,F002,No
VH001,2026-09-09 18:40:00,89.04,12.66,5.95,73.43,75,92216,F001,No
VH003,2026-09-09 18:45:00,98.24,12.87,2.58,118.59,89,13936,F000,No
VH002,2026-09-09 18:50:00,99.75,11.57,1.34,95.72,72,75518,F000,No
VH004,2026-09-09 18:55:00,82.97,12.24,8.22,78.84,71,83555,F001,No
VH005,2026-09-09 19:00:00,85.35,12.64,7.32,81.24,67,34168,F002,No
VH001,2026-09-09 19:05:00,109.28,12.45,3.17,68.42,79,82501,F002,No
VH004,2026-09-09 19:10:00,80.08,12.57,4.48,69.7,38,19965,F002,No
VH002,2026-09-09 19:15:00,104.68,12.61,1.13,82.44,88,43045,F000,No
VH001,2026-09-09 19:20:00,92.98,12.81,2.31,97.59,24,94847,F002,No
VH003,2026-09-09 19:25:00,107.93,11.76,8.09,98.11,26,60423,F002,Yes
VH001,2026-09-09 19:30:00,95.6,12.91,1.61,119.2,64,43796,F000,No
VH003,2026-09-09 19:35:00,82.35,12.38,8.3,79.54,50,84080,F001,No
VH005,2026-09-09 19:40:00,102.36,11.94,3.12,62.5,74,68298,F000,Yes
VH001,2026-09-09 19:45:00,103.89,12.64,1.88,102.03,66,56819,F002,Yes
VH001,2026-09-09 19:50:00,81.93,12.56,8.16,77.95,76,13647,F001,No
VH005,2026-09-09 19:55:00,92.8,12.35,6.64,68.43,49,46679,F001,No
VH001,2026-09-09 20:00:00,94.66,12.03,3.01,89.07,95,11971,F000,No
VH003,2026-09-09 20:05:00,85.51,12.67,2.6,94.51,90,71893,F000,No
VH004,2026-09-09 20:10:00,104.55,12.96,7.07,84.67,69,37177,F002,Yes
VH001,2026-09-09 20:15:00,94.58,12.09,8.06,106.12,90,44704,F000,Yes
VH002,2026-09-09 20:20:00,84.39,12.0,3.05,79.71,88,39929,F001,No
VH003,2026-09-09 20:25:00,105.85,12.23,5.06,76.57,81,13906,F000,No
VH004,2026-09-09 20:30:00,93.8,12.32,5.84,74.68,36,77692,F000,No
VH004,2026-09-09 20:35:00,86.97,12.9,3.42,85.56,90,26717,F001,No
VH002,2026-09-09 20:40:00,85.44,12.79,6.76,86.83,73,74477,F001,No
VH005,2026-09-09 20:45:00,82.21,12.39,7.21,86.68,84,36216,F002,No
VH001,2026-09-09 20:50:00,99.86,11.59,1.98,110.1,99,92796,F000,Yes
VH005,2026-09-09 20:55:00,85.46,11.57,5.55,99.49,32,14083,F002,No
VH005,2026-09-09 21:00:00,95.19,11.85,4.91,107.04,62,37831,F002,Yes
VH003,2026-09-09 21:05:00,94.01,12.68,7.05,65.62,37,61630,F001,No
VH005,2026-09-09 21:10:00,92.04,11.6,8.58,73.73,32,51751,F002,Yes
VH004,2026-09-09 21:15:00,81.53,12.38,7.17,115.04,70,13541,F000,Yes
VH004,2026-09-09 21:20:00,94.34,11.85,2.69,74.01,98,21204,F002,No
VH001,2026-09-09 21:25:00,87.56,11.59,7.99,77.73,24,99453,F000,Yes
VH005,2026-09-09 21:30:00,93.1,11.93,8.54,96.65,72,95202,F001,Yes
VH002,2026-09-09 21:35:00,83.91,12.86,3.39,75.2,25,11064,F002,No
VH003,2026-09-09 21:40:00,82.84,11.76,3.44,82.54,59,71671,F001,No
VH005,2026-09-09 21:45:00,98.15,12.92,2.24,80.51,75,50720,F000,No
VH003,2026-09-09 21:50:00,96.48,12.13,6.89,110.27,72,90900,F002,No
VH003,2026-09-09 21:55:00,109.97,11.97,7.22,76.7,32,13686,F000,Yes
VH002,2026-09-09 22:00:00,84.2,11.98,8.53,87.54,88,47226,F001,Yes
VH004,2026-09-09 22:05:00,106.54,12.6,8.01,74.36,69,96342,F000,Yes
VH003,2026-09-09 22:10:00,85.63,11.9,5.53,88.74,89,23369,F002,No
VH003,2026-09-09 22:15:00,94.34,11.92,6.17,109.57,31,15072,F001,Yes
VH002,2026-09-09 22:20:00,86.24,12.79,1.32,98.45,95,38090,F002,No
VH003,2026-09-09 22:25:00,94.33,12.14,1.14,113.31,70,62486,F001,No
VH003,2026-09-09 22:30:00,105.89,11.84,1.89,107.78,54,22762,F001,Yes
VH002,2026-09-09 22:35:00,86.85,12.19,7.34,65.11,63,89965,F000,No
VH003,2026-09-09 22:40:00,101.71,12.66,1.74,101.08,98,51589,F000,Yes
VH005,2026-09-09 22:45:00,89.8,11.55,3.12,66.31,97,20205,F002,No
VH001,2026-09-09 22:50:00,101.23,12.52,7.82,102.15,25,48273,F001,Yes
VH003,2026-09-09 22:55:00,106.05,11.75,6.53,98.11,61,48807,F000,Yes
VH003,2026-09-09 23:00:00,100.33,11.78,1.84,90.07,96,40872,F001,Yes
VH003,2026-09-09 23:05:00,102.53,12.48,5.3,95.18,72,34108,F001,No
VH005,2026-09-09 23:10:00,108.77,11.85,1.48,106.23,85,73621,F002,Yes
VH004,2026-09-09 23:15:00,107.29,12.22,8.58,78.41,26,66218,F000,Yes
VH002,2026-09-09 23:20:00,94.56,12.77,1.32,65.05,61,48988,F000,No
VH002,2026-09-09 23:25:00,92.57,11.55,7.45,73.86,89,59434,F000,Yes
VH005,2026-09-09 23:30:00,82.07,12.35,5.94,64.57,62,95489,F001,No
VH004,2026-09-09 23:35:00,82.4,11.97,6.71,65.07,33,34041,F001,No
VH003,2026-09-09 23:40:00,106.8,11.98,6.9,69.66,76,27761,F001,Yes
VH002,2026-09-09 23:45:00,91.69,11.73,6.81,117.56,25,83099,F001,Yes
VH001,2026-09-09 23:50:00,106.23,11.85,5.5,77.55,73,11709,F002,Yes
VH003,2026-09-09 23:55:00,90.22,12.77,1.1,79.55,83,29873,F002,No
VH005,2026-09-10 00:00:00,88.17,11.53,8.48,69.21,23,50501,F000,Yes
VH002,2026-09-10 00:05:00,109.54,12.39,4.45,100.82,24,49676,F002,Yes
VH002,2026-09-10 00:10:00,87.98,12.63,1.3,85.02,92,77981,F002,No
VH002,2026-09-10 00:15:00,103.77,12.13,7.26,72.9,90,83582,F002,Yes
VH004,2026-09-10 00:20:00,92.63,12.0,1.53,102.23,25,14364,F000,No
VH002,2026-09-10 00:25:00,105.37,12.25,4.26,96.12,85,80669,F002,No
VH003,2026-09-10 00:30:00,96.02,11.74,1.44,68.99,89,47736,F002,No
VH004,2026-09-10 00:35:00,92.84,11.92,7.08,91.89,50,62065,F002,Yes
VH004,2026-09-10 00:40:00,83.08,11.66,5.6,95.46,97,88050,F002,No
VH003,2026-09-10 00:45:00,104.0,11.83,6.58,104.56,80,85269,F002,Yes
VH003,2026-09-10 00:50:00,99.43,11.94,3.62,84.69,40,47974,F000,No
VH001,2026-09-10 00:55:00,81.27,12.82,7.75,105.69,60,41733,F000,Yes
VH002,2026-09-10 01:00:00,99.37,12.27,4.21,99.91,99,36774,F000,No
VH004,2026-09-10 01:05:00,104.86,12.2,1.7,104.17,91,29921,F000,Yes
VH002,2026-09-10 01:10:00,97.53,12.35,4.99,85.62,69,96456,F000,No
VH004,2026-09-10 01:15:00,90.57,12.09,7.94,74.39,94,33658,F002,No
VH001,2026-09-10 01:20:00,97.72,12.1,3.4,67.42,23,63958,F000,No
VH003,2026-09-10 01:25:00,104.41,11.8,2.18,65.88,52,91310,F000,Yes
VH003,2026-09-10 01:30:00,97.86,11.91,3.79,97.62,66,80964,F000,No
VH002,2026-09-10 01:35:00,92.39,12.66,7.24,73.63,62,58366,F000,No
VH001,2026-09-10 01:40:00,91.89,12.99,8.58,105.4,68,39938,F000,Yes
VH001,2026-09-10 01:45:00,99.84,12.8,3.48,109.02,44,25953,F002,No
VH004,2026-09-10 01:50:00,80.83,12.34,8.49,85.62,36,13871,F002,No
VH003,2026-09-10 01:55:00,102.38,12.71,6.61,69.43,82,36542,F000,No
VH001,2026-09-10 02:00:00,90.72,11.76,8.78,74.6,44,92970,F002,Yes
VH004,2026-09-10 02:05:00,85.72,12.58,8.34,69.76,25,58781,F002,No
VH001,2026-09-10 02:10:00,93.53,12.41,6.44,89.06,77,65063,F001,No
VH005,2026-09-10 02:15:00,90.99,12.07,8.78,118.28,28,34390,F002,Yes
VH001,2026-09-10 02:20:00,99.52,11.8,3.79,77.41,35,83216,F002,No
VH004,2026-09-10 02:25:00,108.77,11.97,3.3,88.11,89,61108,F002,Yes
VH003,2026-09-10 02:30:00,90.7,11.62,8.99,95.96,86,74824,F001,Yes
VH005,2026-09-10 02:35:00,105.39,11.54,4.03,65.25,92,73417,F000,Yes
VH004,2026-09-10 02:40:00,80.65,11.5,5.52,90.6,65,15706,F000,No
VH003,2026-09-10 02:45:00,101.78,11.68,1.41,67.83,72,71651,F001,Yes
VH005,2026-09-10 02:50:00,106.22,12.76,4.11,100.29,37,80506,F000,Yes
VH001,2026-09-10 02:55:00,108.13,11.89,8.18,111.38,35,33283,F000,Yes
VH003,2026-09-10 03:00:00,102.21,12.33,6.43,62.22,56,42755,F000,No
VH003,2026-09-10 03:05:00,100.88,11.78,7.26,117.07,48,50985,F001,Yes
VH003,2026-09-10 03:10:00,105.18,12.57,7.96,115.8,20,92981,F000,Yes
VH005,2026-09-10 03:15:00,92.11,12.78,4.47,110.45,64,29676,F002,No
VH003,2026-09-10 03:20:00,91.09,11.82,2.69,115.43,53,67099,F000,Yes
VH003,2026-09-10 03:25:00,84.53,11.97,8.42,92.61,68,22822,F001,Yes
VH001,2026-09-10 03:30:00,93.36,12.62,4.84,100.98,45,19608,F001,No
VH001,2026-09-10 03:35:00,91.5,12.99,6.23,94.23,53,87343,F000,No
VH004,2026-09-10 03:40:00,85.51,12.13,8.85,112.21,26,98582,F000,Yes
VH004,2026-09-10 03:45:00,98.07,12.95,7.35,74.67,77,60012,F001,No
VH004,2026-09-10 03:50:00,101.77,12.13,1.59,83.5,65,11367,F001,No
VH004,2026-09-10 03:55:00,107.63,11.74,2.77,97.46,40,10806,F000,Yes
VH004,2026-09-10 04:00:00,87.11,12.03,5.35,93.22,23,37077,F002,No
VH005,2026-09-10 04:05:00,109.0,12.72,8.25,66.36,35,58401,F002,Yes
VH005,2026-09-10 04:10:00,92.04,11.84,6.23,98.05,82,57693,F000,No
VH003,2026-09-10 04:15:00,84.22,12.69,1.05,74.0,32,78643,F000,No
VH004,2026-09-10 04:20:00,90.18,12.88,4.78,86.51,89,12937,F002,No
VH004,2026-09-10 04:25:00,100.73,11.76,7.41,93.77,88,44207,F002,Yes
VH001,2026-09-10 04:30:00,108.72,12.91,8.21,86.41,42,16052,F002,Yes
VH001,2026-09-10 04:35:00,83.54,12.01,6.86,65.07,73,98299,F000,No
VH001,2026-09-10 04:40:00,88.35,12.23,8.32,106.57,44,55088,F002,Yes
VH004,2026-09-10 04:45:00,82.69,12.86,6.64,83.52,87,50607,F000,No
VH003,2026-09-10 04:50:00,87.02,11.92,8.38,117.25,73,88742,F001,Yes
VH002,2026-09-10 04:55:00,81.72,12.22,5.1,99.35,44,34543,F001,No
VH004,2026-09-10 05:00:00,100.18,12.12,7.14,104.77,46,63868,F001,Yes
VH005,2026-09-10 05:05:00,101.22,12.6,7.96,68.18,41,48533,F002,Yes
VH005,2026-09-10 05:10:00,90.26,12.72,4.21,60.38,97,81782,F001,No
VH002,2026-09-10 05:15:00,103.86,12.35,1.7,61.78,81,99709,F000,No
VH003,2026-09-10 05:20:00,87.6,12.61,2.27,89.78,51,34053,F000,No
VH005,2026-09-10 05:25:00,96.26,12.68,2.54,65.97,36,88904,F002,No
VH003,2026-09-10 05:30:00,103.38,11.89,7.59,90.72,82,37536,F002,Yes
VH004,2026-09-10 05:35:00,82.1,12.23,3.49,86.16,64,33834,F001,No
VH001,2026-09-10 05:40:00,99.31,12.85,3.04,116.01,55,39670,F002,No
VH004,2026-09-10 05:45:00,93.05,11.72,4.93,99.72,74,80143,F001,No
VH001,2026-09-10 05:50:00,85.69,12.0,4.07,104.71,65,32755,F002,No
VH004,2026-09-10 05:55:00,82.73,11.76,7.71,64.35,85,17124,F001,Yes
VH001,2026-09-10 06:00:00,82.36,11.77,8.56,81.72,26,92713,F000,Yes
VH004,2026-09-10 06:05:00,83.31,11.6,5.88,100.51,37,90671,F000,Yes
VH005,2026-09-10 06:10:00,107.16,12.12,3.7,107.96,55,30347,F000,Yes
VH003,2026-09-10 06:15:00,100.94,12.69,1.4,112.61,54,56384,F002,Yes
VH001,2026-09-10 06:20:00,93.18,12.75,6.7,83.34,92,95049,F001,No
VH003,2026-09-10 06:25:00,82.26,12.95,2.05,68.27,43,42867,F002,No
VH005,2026-09-10 06:30:00,84.81,12.49,6.44,83.83,96,36185,F001,No
VH005,2026-09-10 06:35:00,82.69,12.82,4.15,109.99,32,25521,F000,No
VH003,2026-09-10 06:40:00,102.11,12.07,5.13,90.61,24,45980,F002,No
VH002,2026-09-10 06:45:00,85.72,12.61,8.2,109.2,65,83896,F000,Yes
VH002,2026-09-10 06:50:00,85.14,11.56,7.94,119.84,32,67236,F001,Yes
VH005,2026-09-10 06:55:00,105.68,12.07,1.89,97.5,94,33747,F002,No
VH002,2026-09-10 07:00:00,100.05,11.78,7.57,75.81,59,27126,F001,Yes
VH005,2026-09-10 07:05:00,103.64,12.61,6.96,102.81,25,31588,F002,Yes
VH003,2026-09-10 07:10:00,104.6,12.76,8.26,114.45,47,19785,F002,Yes
VH002,2026-09-10 07:15:00,109.0,12.22,4.7,116.47,25,96605,F001,Yes
VH004,2026-09-10 07:20:00,102.56,12.04,4.77,77.16,30,49736,F001,No
VH004,2026-09-10 07:25:00,98.02,11.86,1.01,79.67,72,33314,F001,No
VH004,2026-09-10 07:30:00,80.27,12.93,1.18,108.71,33,98131,F001,No
VH004,2026-09-10 07:35:00,106.01,12.04,7.02,117.34,58,99504,F002,Yes
VH004,2026-09-10 07:40:00,95.01,12.53,8.12,74.4,54,77165,F000,No
VH004,2026-09-10 07:45:00,93.89,11.51,8.53,119.7,55,48569,F002,Yes
VH001,2026-09-10 07:50:00,81.15,11.91,5.28,114.54,92,63016,F002,Yes
VH001,2026-09-10 07:55:00,82.13,12.45,7.41,98.49,27,39775,F000,No
VH001,2026-09-10 08:00:00,105.3,12.7,4.77,117.76,51,86789,F002,Yes
VH004,2026-09-10 08:05:00,88.95,11.76,5.45,73.45,68,30577,F001,No
VH002,2026-09-10 08:10:00,97.6,12.23,2.99,105.92,97,58120,F002,No
VH002,2026-09-10 08:15:00,97.4,12.87,6.7,98.64,63,96492,F001,No
VH004,2026-09-10 08:20:00,97.77,12.03,5.7,89.14,46,74122,F001,No
VH002,2026-09-10 08:25:00,99.36,12.91,6.47,84.79,36,93686,F000,No
VH002,2026-09-10 08:30:00,93.76,12.0,7.78,78.76,82,78458,F002,No
VH002,2026-09-10 08:35:00,89.3,12.84,3.0,82.68,38,51538,F002,No
VH002,2026-09-10 08:40:00,107.54,11.97,5.14,73.95,74,41230,F001,Yes
VH005,2026-09-10 08:45:00,86.17,11.65,5.06,75.53,61,77183,F000,No
VH002,2026-09-10 08:50:00,93.75,11.98,3.23,91.79,44,18528,F000,No
VH004,2026-09-10 08:55:00,90.41,12.12,6.04,88.2,33,89794,F000,No
VH001,2026-09-10 09:00:00,99.35,12.51,2.87,73.06,65,81451,F000,No
VH004,2026-09-10 09:05:00,99.81,12.01,1.54,78.26,40,58844,F000,No
VH002,2026-09-10 09:10:00,109.81,11.88,1.87,70.97,86,45903,F000,Yes
VH002,2026-09-10 09:15:00,101.36,12.27,8.91,77.39,36,14189,F001,Yes
VH002,2026-09-10 09:20:00,89.58,12.72,4.24,115.94,29,62074,F001,No
VH003,2026-09-10 09:25:00,97.2,12.57,1.02,75.94,69,96710,F000,No
VH004,2026-09-10 09:30:00,109.77,11.81,8.44,106.63,43,90661,F000,Yes
VH003,2026-09-10 09:35:00,86.75,12.8,4.71,86.31,82,16725,F001,No
VH001,2026-09-10 09:40:00,86.25,12.69,6.67,84.96,37,26087,F002,No
VH003,2026-09-10 09:45:00,94.84,12.23,6.19,89.27,95,91494,F000,No
VH004,2026-09-10 09:50:00,90.39,12.82,3.93,70.67,42,11130,F000,No
VH002,2026-09-10 09:55:00,103.69,12.96,4.21,91.75,63,61833,F002,No
VH001,2026-09-10 10:00:00,80.55,12.05,7.01,93.16,45,81137,F001,No
VH003,2026-09-10 10:05:00,83.54,11.66,5.7,63.01,23,64396,F000,No
VH003,2026-09-10 10:10:00,91.45,11.61,1.82,83.55,56,12211,F002,No
VH001,2026-09-10 10:15:00,108.31,12.74,8.6,112.64,41,69392,F000,Yes
VH001,2026-09-10 10:20:00,107.31,12.61,4.06,102.77,30,86131,F000,Yes
VH001,2026-09-10 10:25:00,100.49,12.03,1.37,117.98,45,59576,F001,Yes
VH001,2026-09-10 10:30:00,87.16,11.76,6.77,104.32,82,47977,F002,Yes
VH004,2026-09-10 10:35:00,91.89,11.63,2.71,97.4,58,97716,F002,No
VH004,2026-09-10 10:40:00,80.38,11.56,3.09,76.51,47,18473,F002,No
VH004,2026-09-10 10:45:00,89.0,12.73,7.88,116.1,73,16416,F001,Yes
VH004,2026-09-10 10:50:00,86.38,12.8,6.5,74.67,93,29382,F000,No
VH001,2026-09-10 10:55:00,85.2,11.73,8.12,114.94,37,24688,F001,Yes
VH003,2026-09-10 11:00:00,107.18,12.14,3.22,69.87,53,98702,F001,No
VH005,2026-09-10 11:05:00,80.72,11.75,3.0,89.97,55,79275,F001,No
VH003,2026-09-10 11:10:00,96.11,12.54,2.4,62.48,58,20767,F001,No
VH003,2026-09-10 11:15:00,98.1,12.58,5.2,86.84,50,73443,F000,No
VH001,2026-09-10 11:20:00,103.84,12.09,5.38,84.39,21,61942,F001,No
VH005,2026-09-10 11:25:00,90.68,12.6,2.01,86.99,83,23602,F002,No
VH004,2026-09-10 11:30:00,100.57,11.67,2.01,74.82,39,30974,F001,Yes
VH001,2026-09-10 11:35:00,104.93,12.48,7.8,62.52,23,37094,F000,Yes
VH001,2026-09-10 11:40:00,90.26,11.58,5.6,82.49,51,29838,F002,No
VH004,2026-09-10 11:45:00,84.84,12.12,3.29,103.2,48,62960,F002,No
VH001,2026-09-10 11:50:00,80.25,12.74,7.09,115.24,50,97743,F002,Yes
VH002,2026-09-10 11:55:00,108.37,11.86,6.42,97.47,87,81560,F001,Yes
VH002,2026-09-10 12:00:00,84.03,12.82,5.25,74.76,84,45842,F000,No
VH005,2026-09-10 12:05:00,94.35,12.84,3.46,86.25,66,47011,F001,No
VH004,2026-09-10 12:10:00,91.5,12.73,6.07,119.65,40,25162,F002,No
VH004,2026-09-10 12:15:00,83.26,12.29,5.6,65.3,77,54358,F000,No
VH002,2026-09-10 12:20:00,81.77,12.7,7.27,91.54,88,17728,F002,No
VH003,2026-09-10 12:25:00,98.71,12.28,6.88,88.63,54,72810,F001,No
VH004,2026-09-10 12:30:00,106.81,11.94,4.0,85.71,36,65499,F000,Yes
VH003,2026-09-10 12:35:00,86.62,11.89,3.36,91.26,23,88037,F000,No
VH003,2026-09-10 12:40:00,98.56,12.27,5.16,68.73,99,41414,F002,No
VH002,2026-09-10 12:45:00,81.58,11.78,4.12,94.25,92,44041,F000,No
VH005,2026-09-10 12:50:00,88.4,12.4,1.9,98.46,27,99358,F000,No
VH001,2026-09-10 12:55:00,85.55,11.64,7.0,87.32,94,65876,F001,No
VH005,2026-09-10 13:00:00,105.9,12.16,4.86,114.83,58,46888,F001,Yes
VH001,2026-09-10 13:05:00,85.61,11.84,7.23,94.02,82,94869,F002,Yes
VH001,2026-09-10 13:10:00,109.28,12.18,4.24,89.23,68,89564,F002,No
VH003,2026-09-10 13:15:00,102.19,12.61,2.86,94.14,41,43506,F001,No
VH001,2026-09-10 13:20:00,96.91,12.91,1.44,109.0,98,90287,F001,No
VH001,2026-09-10 13:25:00,99.56,11.65,5.68,82.15,24,51656,F001,No
VH005,2026-09-10 13:30:00,100.83,12.93,1.1,77.19,85,28886,F001,No
VH001,2026-09-10 13:35:00,108.99,12.53,5.0,61.23,57,29222,F002,No
VH004,2026-09-10 13:40:00,87.73,12.65,1.8,107.55,88,97228,F000,No
VH004,2026-09-10 13:45:00,82.73,12.99,4.38,104.89,36,85580,F000,No
VH004,2026-09-10 13:50:00,86.2,11.51,4.92,84.46,80,12061,F001,No
